Article_Author,Article_Link,Article_Origin_Link,Article_Summary,Article_Tag,Article_Time,Article_Title
作者: 程进@默安科技,https://paper.seebug.org/350/,,设备指纹技术是一种长久有效的追踪...,经验心得,2017年07月09日,2.5代指纹追踪技术—跨浏览器指纹识别
作者: 启明星辰ADLab&amp;电信云堤,https://paper.seebug.org/349/,,近期，启明星辰ADLab与电信云堤发现了一款新型物联网蠕虫：鲸鲨蠕虫，鲸鲨蠕虫是首款利用物联网设备来构建大型代理网络的蠕虫病毒...,漏洞分析,2017年07月07日,新型物联网蠕虫 “鲸鲨蠕虫”深度分析报告
作者：acez@长亭科技,https://paper.seebug.org/348/,,2017年3月，长亭安全研究实验室（Chaitin Security Research Lab）参加了 Pwn2Own 黑客大赛，...,经验心得,2017年07月07日,利用一个堆溢出漏洞实现 VMware 虚拟机逃逸
作者：火绒安全实验室,https://paper.seebug.org/347/,,"近日，火绒安全实验室截获到一种内核级后门病毒，并将其命名为 ""Pengex"" 病毒。经分析，""Pengex"" 以劫持用户首页流量牟利为目的，但是不同于其他""...",情报分析,2017年07月06日,恶性病毒 Pengex 通过系统盘疯狂传播 攻击所有主流杀软 唯独放过腾讯
作者：知道创宇404实验室,https://paper.seebug.org/346/,,ActiveMQ 是 Apache 软件基金...,404专栏,2017年07月06日,Apache ActiveMQ 远程代码执行漏洞 (CVE-2016-3088)分析
作者: 启明星辰ADLab,https://paper.seebug.org/345/,,近期，启明星辰ADLab研究人员发现一款未知的僵尸程序，该僵尸会持续向目标主机发动 UDP 分布式拒绝服务( DDoS )攻击。不过，有趣的是该僵尸的...,漏洞分析,2017年07月05日,川普僵尸：“以川普之名”发动攻击的新型物联网僵尸
译者：D@先知安全技术社区,https://paper.seebug.org/344/,,在一次赏金程序...,Web安全,2017年07月03日,骚年，看我如何把 PhantomJS 图片的 XSS 升级成 SSRF/LFR
作者: 启明星辰ADLab,https://paper.seebug.org/343/,,没有人可以逃离生老病死，我们都知道这是自然规律；同样，没有软件可以逃离Bug(缺陷)、Vul(漏洞)、Patch(补丁)，其实这也是自然...,经验心得,2017年07月01日,怀揣情怀的提醒：及时修复！(某智能门锁二度分析感悟)
作者: 启明星辰ADLab,https://paper.seebug.org/342/,,2017年6月29日、30日，国家互联网应急中心通报了相册类安卓恶意程序威胁信息，指出该类恶意木马通过短信群发方式进行传播，其除了窃取用户短信和通讯录以外...,移动安全,2017年07月01日,警惕：“王者荣耀皮肤”伪装者Android恶意APP侵袭
作者：heeeeen@MS509Team,https://paper.seebug.org/341/,,Android 6月的安全公告，同时还修复了我们发现的一个蓝牙 App 提权中危漏洞，该漏洞允许手机本...,漏洞分析,2017年06月28日,蓝牙App漏洞系列分析之三CVE-2017-0645
作者：heeeeen@MS509Team,https://paper.seebug.org/340/,,Android本月的安全公告，修复了我们发现的另一个蓝牙App信息泄露漏洞，该漏洞允许攻击者获取 bl...,漏洞分析,2017年06月28日,蓝牙App漏洞系列分析之二CVE-2017-0639
作者：heeeeen@MS509Team,https://paper.seebug.org/339/,,2017年5月的 Android 安全公告修复了我们提交的一个蓝牙提权中危漏洞，这个漏洞尽管简单，但比较有...,漏洞分析,2017年06月28日,蓝牙App漏洞系列分析之一CVE-2017-0601
作者：redrain@360CERT &amp; attacker2001@360CERT,https://paper.seebug.org/338/,,BlackHat 2016 saw the report on vulnerabilities i...,漏洞分析,2017年06月27日,FFmpeg 安全问题讨论
作者：phith0n@长亭科技,https://paper.seebug.org/337/,,以前乌云上有很多从 SSRF 打到内网并执行命令的案例...,经验心得,2017年06月26日,Python 安全 - 从  SSRF 到命令执行惨案
作者：phith0n@长亭科技,https://paper.seebug.org/336/,,DEBUG 模式...,经验心得,2017年06月26日,如何判断目标站点是否为 Django 开发
作者：phith0n@长亭科技,https://paper.seebug.org/335/,,之前在Sec-News中推荐了一个开源程序，作用是来检测 Nginx 配置文件中存在的问题。正好 Pwnhub 上周的比赛也出现了一道题，包含由 Nginx 配...,经验心得,2017年06月26日,三个案例看 Nginx 配置安全
作者: 启明星辰ADLab,https://paper.seebug.org/334/,,2017年6月21日，Drupal官方发布了一个编号为CVE-2017- 6920 的漏洞，影响为Critical。这是Drupal Core的...,漏洞分析,2017年06月26日,CVE-2017-6920:Drupal远程代码执行漏洞分析及POC构造
作者: 启明星辰ADLab,https://paper.seebug.org/333/,,2017年1月27日，WebLogic 官方发布了一个编号为 CVEID: CVE-2017-3248 的漏洞，影响为 Critical 。之前...,漏洞分析,2017年06月26日,WebLogic反序列化漏洞重现江湖，CVE-2017-3248成功绕过之前的官方修复
作者：岚光,https://paper.seebug.org/332/,,当前主流的容器集群管理技术，包括 Docker ...,经验心得,2017年06月25日,攻击容器集群管理平台
作者：超威蓝猫,https://paper.seebug.org/331/,,内网中有一些 Vivotek 的网络摄像头，用作监控。直接访问 80 端口的 Web 服务，在 配置 - 维护 - 导入/导出文件 里导出配置文件，得到一个包含有 etc 文件...,经验心得,2017年06月25日,An easy way to pwn most of the vivotek network cameras
作者: xbear,https://paper.seebug.org/330/,,在2014年应用安全报告里将...,经验心得,2017年06月21日,Rasp 技术介绍与实现
译者：Janus情报局,https://paper.seebug.org/329/,,自从2016年9月以来，我一直在监控 Google Play 商店的新 Ztorg 木马，到目前为止...,移动安全,2017年06月21日,Ztorg：从 root 到 SMS
作者: 启明星辰ADLab,https://paper.seebug.org/328/,,2017年6月12日，安全厂商 ESET 公布一款针对电力变电站系统进行恶意攻击的工控网络攻击武器 -win32/Industroyer (ESET命...,漏洞分析,2017年06月15日,针对工业控制系统的新型攻击武器 Industroyer 深度剖析
作者: 启明星辰ADLab,https://paper.seebug.org/327/,,2017年5月9日，启明星辰ADLab发现 Linux 内核存在远程漏洞 “Phoenix Talon”（取凤凰爪四...,漏洞分析,2017年06月15日,Phoenix Talon in Linux Kernel——潜伏长达11年之久的内核漏洞
2017年6月2日，Paper 收录了一篇 fate0 的《Package 钓鱼》  文章，该文章讲述了作者在 PyPI 上投放恶意的 Python 包钓...,https://paper.seebug.org/326/,,一．概述,404专栏,2017年06月14日,被忽视的攻击面：Python package 钓鱼
作者：龚广_OldFresher,https://paper.seebug.org/325/,,1. ...,漏洞分析,2017年06月13日,蝴蝶效应与程序错误 —— 一个渣洞的利用
"作者：fanxiaocao(@TinySecEx) and @pjf_ of IceSword Lab , Qihoo 360",https://paper.seebug.org/324/,,英文版地址：《Automatically Discovering...,经验心得,2017年06月13日,自动化挖掘 windows 内核信息泄漏漏洞
作者：xd0ol1(知道创宇404实验室),https://paper.seebug.org/323/,,本文前两节将简要讨论 fuzzing 的基本理念以及 WinAFL 中所用到的插桩框架 DynamoRIO ，而后我们从源码和工具使用角度...,404专栏,2017年06月12日,初识 Fuzzing 工具 WinAFL
作者：iswin@ThreatHunter,https://paper.seebug.org/322/,,Spring 严重的漏洞历来都不算多，之前比较严重的那个问题是 Spring 的 JavaBean 的自动绑定功能，导致可以控制 class ，从而...,漏洞分析,2017年06月11日,Spring Web Flow 远程代码执行漏洞分析(CVE-2017-4971)
译者：二向箔安全,https://paper.seebug.org/321/,,如果我们在渗透过程中能够拿到用户的 TGT，并能将其导入到内存，那么...,经验心得,2017年06月11日,如何通过 SSH 隧道进行域渗透的 PtT 攻击
作者：bird@TSRC,https://paper.seebug.org/320/,,此篇文章参考《Exploiting MS16-098 RGNOBJ Integer Overflow on Windows 8.1 x64 bit by ...,漏洞分析,2017年06月11日,Windows 10下MS16-098 RGNOBJ整数溢出漏洞分析及利用
作者: 启明星辰ADLab,https://paper.seebug.org/319/,,随着移动互联网的快速普及，移动支付在人们生活中扮演的角色越来越重要。从支付宝、微信、各类支付钱包以及各大银行的支付应用都在挖空心思抢占用户移动支付入口就可...,移动安全,2017年06月09日,一款通过 SO 进行自保护的银行 APP 劫持木马深度分析报告
作者：斗象科技能力中心(E_Bwill@TCC),https://paper.seebug.org/312/,,Java 序列化是指把 Java 对象转换为字节序列的过程便于保存在内存、文件、数据库中，ObjectOu...,漏洞分析,2017年06月08日,深入理解 JAVA 反序列化漏洞
作者：fate0,https://paper.seebug.org/311/,,前几天 Samba 公开了一个远程代码执行的漏洞，然后各种 POC 也随之出现， exploit-db 上也有这样一个 Pyt...,经验心得,2017年06月01日,Package 钓鱼
作者：binjo,https://paper.seebug.org/310/,,aload ...,漏洞分析,2017年05月29日,GhostButt - CVE-2017-8291利用分析
作者：phith0n@长亭科技,https://paper.seebug.org/309/,,GIT-SHELL 沙盒绕过（CVE-2017-8386）导致任意文件读取、可能的任意命令...,经验心得,2017年05月26日,GIT-SHELL 沙盒绕过（CVE-2017-8386）
作者：廖新喜,https://paper.seebug.org/308/,,网上关于 phpstorm 调试的文章很多，真实实践过的不多，都是几篇文章转来转去，没有原理分析，甚至...,经验心得,2017年05月26日,PhpStorm Xdebug远程调试环境搭建原理分析及问题排查
作者：天融信阿尔法实验室 李喆 李闪 姜利晓,https://paper.seebug.org/307/,,Samba 是一套可使 UNIX 系列的操作系统与微软 Windows 操作系统的 SMB/CIFS 网络协议做连结的自由软件。这个...,漏洞分析,2017年05月25日,Linux版“永恒之蓝”远程代码执行漏洞技术分析
作者: 启明星辰ADLab,https://paper.seebug.org/306/,,&#160; &#160; &#160; &#160;2017年5月12日晚间时候，一款名为“WanaCry”的勒索蠕虫病毒开始肆虐全球，波及上百个国家和...,漏洞分析,2017年05月18日,NSA之“Esteemaudit”深度分析与验证：警惕下一次“蓝”
,https://paper.seebug.org/305/,,"Joomla于5月17日发布了新版本3.7.1,（https://w...",404专栏,2017年05月17日,Joomla! 3.7 Core SQL 注入 (CVE-2017-8917)漏洞分析
作者: 安天安全研究与应急处理中心,https://paper.seebug.org/304/,,本版本版发布时间：2017 年 05 月 18...,漏洞分析,2017年05月17日,安天对勒索者蠕虫“魔窟”WannaCry支付解密流程分析
作者: 余弦,https://paper.seebug.org/303/,,1. Enco...,安全工具&安全开发,2017年05月17日,在线免费的前端黑工具 XSS'OR [已开源]
作者: 启明星辰ADLab,https://paper.seebug.org/302/,,目前针对物联网设备的恶意软件越来越普遍，一般来说针对物联网设备的攻击分为两个方面：一方面是通过自动化工具使用密码字典尝试批量猜解物联网设备的管理员...,情报分析,2017年05月12日,Amnesia：首个检测沙箱的物联网僵尸网络
作者：腾讯安全湛泸实验室,https://paper.seebug.org/301/,,今年3月结束的Pwn2own比赛中，湛泸实验室1秒内攻破史上最高难度的Edge浏览器，拿到首个单项最高分14分。此次比赛湛...,二进制安全,2017年05月10日,Pwn2Own 2017 再现上帝之手
,https://paper.seebug.org/300/,原文链接：https://www.blackhat....,Mark Vincent Yason（IBM X-Force Advanced Research）译：xd0ol1（知道创宇404实验室）,404专栏,2017年05月09日,BlackHat 专题：深入理解 EdgeHTML 渲染引擎的攻击面及其防护
,https://paper.seebug.org/299/,,继去年 8 月份黑客组织 Shadow Brokers 放出第一批 NSA “方程式小组”内部黑客工具后，2017 年 4 月 14...,情报分析,2017年05月08日,NSA泄密事件之SMB系列远程命令执行漏洞及Doublepulsar后门全球数据分析
作者：k0shl,https://paper.seebug.org/298/,,刚刚结束的SSCTF里面出了很多贴近实战的题目，有JAVA沙箱逃逸，有office的栈溢出，都比较有意思，这次的pwn450的题目是一道Windows Kernel ...,经验心得,2017年05月08日,SSCTF pwn450 Windows Kernel Exploitation Writeup
作者：phith0n@长亭科技,https://paper.seebug.org/297/,,CVE-2012-1823出来时据说是“PHP远程代码执行漏洞”，曾经也“轰动一时”，当时的我只是刚踏入安全门的一个小菜，直到前段时间tomato师傅让我看一个...,漏洞分析,2017年05月07日,PHP-CGI远程代码执行漏洞（CVE-2012-1823）分析
作者: 启明星辰ADLab,https://paper.seebug.org/296/,,...,移动安全,2017年05月05日,TrustZone安全技术研究
作者：Janes,https://paper.seebug.org/295/,,"Jenkins 未授权远程代码执行漏洞, 允许攻击者将序列化的Java SignedObject对象传输给Jenkins CLI处理，反序列化ObjectInput...",漏洞分析,2017年05月04日,Jenkins 未授权远程代码执行漏洞分析(CVE-2017-1000353)
作者：隐形人真忙,https://paper.seebug.org/294/,,在使用outlook的过程中，我意外发现了一个URL：https://webdir.xxx.lync.com/xframe 。并在这个页面中发现了一处监听me...,经验心得,2017年05月02日,bug bounty - 绕过限制劫持Skpe账号
作者：赵汉青,https://paper.seebug.org/293/,,在2017年PWN2OWN大赛中，长亭安全研究实验室（Chaitin Security Research Lab）成功演示了Ubuntu 16....,漏洞分析,2017年05月02日,PWN2OWN 2017 Linux 内核提权漏洞分析
作者：廖新喜,https://paper.seebug.org/292/,,2017.5.3日更新：增加_tfactory为一个空object即{ }，使poc在各个jdk版本都起作用。影响版本更新：fastjson-1.2.22到1...,漏洞分析,2017年05月01日,Fastjson 远程反序列化程序验证的构造和分析
作者：Rootkiter,https://paper.seebug.org/291/,,"从 ""81 端口的异常流量""中，我们发现了一个新的僵尸网络家族，它和 MRIAI 存在一定的联系，本文将介绍一些对比结果，同时介绍...",情报分析,2017年04月28日,MENU 比较“81端口的botnet”和 MIRAI 之间的联系
作者：Li Fengpei,https://paper.seebug.org/290/,,360 网络安全研究院近日监测到一个新的僵尸网络正在大范围扫描整个互联网。考虑到该僵尸网络的以下因素，我们决定向安全社区公开我们...,情报分析,2017年04月27日,新威胁报告：一个新IoT僵尸网络正在 HTTP 81上大范围传播
作者：phithon@长亭科技,https://paper.seebug.org/289/,,Fa...,经验心得,2017年04月27日,Fastcgi协议分析 && PHP-FPM未授权访问漏洞 && Exp编写
原作者: Manuel Caballero,https://paper.seebug.org/287/,,今天我们探索 Microsoft Edge 上的另一个 SOP 绕...,404专栏,2017年04月25日,SOP bypass / UXSS – Tweeting like Charles Darwin (Edge)
作者：百度安全实验室,https://paper.seebug.org/288/,,通过对邮件附件样本进一步分析发现，其利用的漏洞...,漏洞分析,2017年04月25日,APT 攻击利器-Word 漏洞 CVE-2016-7193 原理揭秘
作者：pgboy  &amp;&amp;  zhong_sf,https://paper.seebug.org/283/,,window...,漏洞分析,2017年04月18日,Eternalromance (永恒浪漫) 漏洞分析
原作者: Manuel Caballero,https://paper.seebug.org/281/,,M...,404专栏,2017年04月18日,Edge – 阅读模式下的 SOP 绕过
作者: Ke Liu of Tencent’s Xuanwu Lab,https://paper.seebug.org/282/,,2017年3月27日，来自华南理工大学的 Zhiniang Peng ...,二进制安全,2017年04月18日,深入分析NSA用了5年的IIS漏洞
作者：pgboy1988,https://paper.seebug.org/280/,,srv.sys 6....,二进制安全,2017年04月17日,NSA Eternalblue SMB 漏洞分析
,https://paper.seebug.org/278/,,PD...,情报分析,2017年04月16日,2016年网络安全威胁的回顾与展望
作者：云鼎实验室,https://paper.seebug.org/279/,,本次被公开的工具包大小为117.9MB，包含23个...,情报分析,2017年04月15日,ShadowBrokers 泄漏的美国 NSA 黑客工具包浅析
,https://paper.seebug.org/275/,,昨天 phpcms 发布了 9.6.1 版本，这次补丁中修复了两个安...,404专栏,2017年04月13日,PHPCMS v9.6.0 wap模块 SQL注入
作者：Nearg1e@YSRC,https://paper.seebug.org/274/,,Django官方 News&amp;Event 在4月4日发布了一个安全更新，修复了两个URL跳转的漏洞，一个是urlparse的锅...,漏洞分析,2017年04月13日,Django的两个url跳转漏洞分析:CVE-2017-7233&7234
,https://paper.seebug.org/273/,,前几天 phpcms v9.6 的任意文件上传的漏洞引起了安全圈热议...,404专栏,2017年04月12日,PHPCMS v9.6.0 任意文件上传漏洞分析
作者：Jwizard,https://paper.seebug.org/272/,,首先还是广播一下2017 Pwn2Own 大赛的最终赛果，本次比赛共发现51个漏洞...,二进制安全,2017年04月12日,手把手教你栈溢出从入门到放弃（下）
作者：Jwizard,https://paper.seebug.org/271/,,_开场白：_快报快报！今天是2017 Pwn2Own黑客大赛的第一天，长亭安全研究实验室在比赛中攻破Linux操作系统和Sa...,二进制安全,2017年04月12日,手把手教你栈溢出从入门到放弃（上）
,https://paper.seebug.org/285/,,,,2017年04月11日,网易云音乐客户端远程命令执行(该漏洞已经修复）
作者：Saviour,https://paper.seebug.org/270/,,软件：apt-mirror ...,经验心得,2017年04月10日,警惕Ubuntu APT源污染
作者：杨坤,https://paper.seebug.org/269/,,很多技术宅们都喜欢折腾自己的路由器，例如在上面搭建NAS、配置远程下载和使用代理上网，这些技术和相关软件能帮助大家在硬盘里搜集大量的娱乐、教育资源...,二进制安全,2017年04月10日,实战栈溢出：三个漏洞搞定一台路由器
作者：phithon@长亭科技,https://paper.seebug.org/267/,,if ($username...,Web安全,2017年04月10日,Mysql字符编码利用技巧
作者：flanker017,https://paper.seebug.org/268/,,影响...,漏洞分析,2017年04月09日,CVE-2017-2416 GIF表情引发的远程代码执行
原作者：Manuel Caballero,https://paper.seebug.org/266/,,攻击者喜欢收集受害者的指纹特征。我们之前已经见识了两种技术，坏人可以通...,404专栏,2017年04月07日,Microsoft Edge:插件检测
恶意软件作者可以在不将文件写入磁盘的情况下损害计算机，这种技术可...,https://paper.seebug.org/265/,,摘要,经验心得,2017年04月06日,一键无文件感染
译者：MyKings@知道创宇404实验室,https://paper.seebug.org/264/,,本文...,404专栏,2017年04月05日,反检测技术二：制造PE文件后门
作者：R3dF09@玄武实验室,https://paper.seebug.org/263/,,二进制安全就只等于反汇编，逆向，...,漏洞分析,2017年04月04日,用SQL注入穿IE沙箱
[作者：phithon，现就职于长亭科技，参与Pwnhub的开发与运营，长期关注并笔耕于安全编码、代码审计...,https://paper.seebug.org/262/,,原文地址：https://zhuanlan.zhihu.com/p/26134332,经验心得,2017年04月03日,从Pwnhub诞生聊Django安全编码
原作者：Manuel Caballero,https://paper.seebug.org/261/,,去年，我们探索了无域空页面技术，在 Microsoft Edge ...,404专栏,2017年04月01日,"Defeating the popUp blocker, the XSS filter and SuperNavigate with our fake ticket to the Intranet Zone"
作者博客：http://whereisk0shl.top,https://paper.seebug.org/259/,,CVE-2017-7269是IIS 6.0中存在的一个栈溢出漏洞，在IIS6.0处理PRO...,漏洞分析,2017年03月29日,CVE-2017-7269 IIS6.0远程代码执行漏洞分析及Exploit
原作者：Manuel Caballero,https://paper.seebug.org/258/,,去年我演示过一个简单的方法在 Edge 上进行 referrer 欺骗...,404专栏,2017年03月28日,Referrer spoofing with iframe injection
,https://paper.seebug.org/257/,,English Version: Webcam Sensitive Information Disclosure Vulnerabi...,404专栏,2017年03月27日,国内某厂商摄像头敏感信息泄露漏洞事件分析
译者注：作者分享了他是...,https://paper.seebug.org/256/,原文链接：https://www.ibrahim-elsayed.com/?p=150,译：RunningSnail  ,Web安全,2017年03月24日,SQL注入+XXE+文件遍历漏洞组合拳渗透Deutsche Telekom—信息收集工作永远不会结束
,https://paper.seebug.org/255/,,关于堆的分配原理我觉的...,404专栏,2017年03月21日,PWN之堆内存管理
原作者:Manuel Caballero,https://paper.seebug.org/254/,,译：Holic ...,404专栏,2017年03月21日,SOP bypass/ UXSS on IE – 无域世界的新冒险
作者：bird@tsrc,https://paper.seebug.org/253/,,FFmpeg是一个著名的处理音视频的开源项目，使用者众多。2016年末paulcher发现FFmpeg三个堆溢出漏洞分别为CVE-2016-10190、...,漏洞分析,2017年03月19日,CVE-2016-10190 FFmpeg Heap Overflow漏洞分析及利用
,https://paper.seebug.org/252/,,GoAhead作...,404专栏,2017年03月19日,抓住“新代码”的影子  —— 基于GoAhead系列网络摄像头多个漏洞分析
作者博客：http://whereisk0shl.top,https://paper.seebug.org/251/,,前段时间Google Project Zero(PJ0)曝光了一个关于IE11和Edge的一个...,二进制安全,2017年03月19日,CVE-2017-0037 IE11&Edge Type Confusion从PoC到半个Exploit
,https://paper.seebug.org/250/,,来源：http://weibo.com/ttarticle/p/show?id=2309404086977153...,安全工具&安全开发,2017年03月18日,IPAPatch: 免越狱调试、修改第三方App
,https://paper.seebug.org/249/,,Roundcube 是一款被广泛使用的开源的电...,404专栏,2017年03月16日,Roundcube 邮件正文存储型XSS(CVE-2017-6820)
,https://paper.seebug.org/248/,,Struts2官方于北京时间2017年3月6号晚上10点公布Struts2存在远程代码执行的漏洞...,404专栏,2017年03月15日,Struts S2-045漏洞热度分析
,https://paper.seebug.org/247/,,凌晨12点，Struts2 官方发布了 S2-045 的漏洞公告，仔细阅读描述，发现是友商安...,404专栏,2017年03月14日,S2-045 漏洞分析
,https://paper.seebug.org/246/,,格式化字符串漏洞现在网上有很多相关的文章，原理啥的随便搜搜都是，这篇文章就对格式化字符串漏洞如何...,404专栏,2017年03月13日,Linux系统下格式化字符串利用研究
作者: ele7enxxh,https://paper.seebug.org/245/,,模糊测试是一种自动向程序传递输入数据并监控其输出...,移动安全,2017年03月12日,在Linux上使用AFL对Stagefright进行模糊测试
,https://paper.seebug.org/244/,,近日 Wordpress 发布了 4.7.3，在此次更新中修复了一个...,404专栏,2017年03月12日,WordPress audio playlist functionality is affected by Cross-Site Scripting
原作者：Quarkslab,https://paper.seebug.org/242/,,现在有许多搭载三星 Exynos 智能手机使用了 SBOOT 专属 boo...,404专栏,2017年03月09日,Reverse Engineering Samsung S6 SBOOT - Part I
,https://paper.seebug.org/243/,,[+] Crea...,Web安全,2017年03月09日,60字节 - 无文件渗透测试实验
,https://paper.seebug.org/241/,,请看https://cwiki.apache.org/confluence/display/WW/S2-...,漏洞分析,2017年03月07日,S2-045 原理初步分析（CVE-2017-5638）
,https://paper.seebug.org/240/,,本文将通过一个经典的IE漏洞来继续学...,404专栏,2017年03月05日,WinDbg 漏洞分析调试（三）之 CVE-2014-6332
,https://paper.seebug.org/239/,,近日 exploit-db 上公布了一个 Wordpress &lt...,404专栏,2017年03月05日,Wordpress Username Enumeration 漏洞分析（CVE-2017-5487）
作者：Xlvector,https://paper.seebug.org/238/,,...,经验心得,2017年03月04日,端到端的OCR：基于CNN的实现
作者：知道创宇404实验室,https://paper.seebug.org/186/,,更新于3月4日： 3.5章 “例如NTPD拒绝服务漏洞、Eir's D100...,404专栏,2017年03月03日,Seebug 2016年度报告
作者：Nitay Artenstein (@nitayart) and Gilad Goldman (@gnull00),https://paper.seebug.org/237/,,译：Holic (知道创宇404安全实...,404专栏,2017年03月02日,Exploiting Android S-Boot: Getting Arbitrary Code Exec in the Samsung Bootloader (1/2)
应CVE作者的要求帮忙分析一下这个漏洞，实际上这是一个思路比较有意思的Apple XSS（CVE-2016-7762）。漏洞作者确...,https://paper.seebug.org/235/,,0x00 前言,Web安全,2017年03月02日,一个有意思的APPLE XSS（CVE-2016-7762）的 分析与思考
作者：云鼎实验室,https://paper.seebug.org/236/,,据最新报道显示，继MongoDB和Elastic...,情报分析,2017年02月28日,MySQL成勒索新目标，数据服务基线安全问题迫在眉睫
,https://paper.seebug.org/234/,,English Version：WordPress REST API Content Injection V...,404专栏,2017年02月27日,WordPress REST API 内容注入漏洞事件分析报告
作者: 风云信步,https://paper.seebug.org/223/,,有时候我们在Android开发过程中可能有这样的需求：需要研究或者修改工程依赖的Jar包中的一些逻辑，查看代码运行中...,移动安全,2017年02月27日,Android字节码修改神器HiBeaver：黑掉你的SDK
作者：fatezero,https://paper.seebug.org/231/,,RubyEncoder 是一款对 Ruby 代码进行混淆加密的软件，因为最近我要破解某个使用 RubyEncoder 加密的 Ruby 程序， 所以工作...,经验心得,2017年02月27日,解密 RubyEncoder
作者：baolongniu of Tencent Security Platform Department,https://paper.seebug.org/230/,,DokuWiki是一个开源wiki引擎程序，运行于PHP环境下...,Web安全,2017年02月27日,DokuWiki fetch.php SSRF漏洞与tok安全验证绕过分析
,https://paper.seebug.org/228/,,无论是逆向分析还是漏洞利用，我所理解...,移动安全,2017年02月26日,来自高纬的对抗 - 逆向TinyTool自制
作者：Wellee,https://paper.seebug.org/227/,,随着互联网络的广泛普及，数以亿计网民的网络行为数据早已成为最宝贵的资源，企业通过五花八门的各种手段了解网民的行为和隐私数据，用于广告投递、用户兴趣...,Web安全,2017年02月26日,Web客户端追踪（上）—Cookie追踪
作者：Wellee,https://paper.seebug.org/229/,,随着互联网络的广泛普及，数以亿计网民的网络行为数据早已成为最宝贵的资源，企业通过五...,Web安全,2017年02月26日,Web客户端追踪（下）—浏览器指纹追踪
作者博客：http://whereisk0s...,https://paper.seebug.org/226/,,论文地址：http://www.cs.vu.nl/~herbertb/download/papers/anc_ndss17.pdf,二进制安全,2017年02月22日,AnC攻击的实现--bypass ASLR by MMU
,https://paper.seebug.org/225/,,"看到 exploit-db.com 中报了一个《Netwave IP Camera - Password Disclosure》漏洞, ...",404专栏,2017年02月22日,我是如何通过网络摄像头分析wifi密码的
,https://paper.seebug.org/224/,原文链接：https://www.blackhat.com/docs/us-16/materials/us-16-Oh-The-Art-of-Reverse-Engineering-Flash-...,,404专栏,2017年02月19日,BlackHat专题：Flash漏洞利用样本逆向分析艺术
,https://paper.seebug.org/233/,,2017年2月13-17日，RSA Conference 2017 信息安全大会在美国旧金山Moscone中心隆重举行。大会第一天就是一系列关于Ransomwar...,移动安全,2017年02月17日,国内典型勒索软件详情分析(附解锁方法)
译者：My...,https://paper.seebug.org/222/,,,404专栏,2017年02月16日,反检测技术之反病毒检测
原作者：Petko D. Petkov,https://paper.seebug.org/221/,原文链接：http://blog.websecurify.com/2017/02/hacking-node-serialize.html,译：Holic ...,404专栏,2017年02月15日,HACKING NODE SERIALIZE - 进一步利用 Node.JS 代码执行漏洞
,https://paper.seebug.org/220/,原文链接：先知技术社区,第二篇《我...,Web安全,2017年02月14日,我的WafBypass之道（Misc篇）
作者：Tr3jer_CongRong,https://paper.seebug.org/219/,原文链接：先知技术社区,玩waf当然也要讲究循序渐进，姊妹篇就写文件上传好了，感觉也就...,Web安全,2017年02月14日,我的WafBypass之道（upload篇）
,https://paper.seebug.org/218/,原文链接：先知技术社区,去年到现在就一直有...,Web安全,2017年02月14日,我的WafBypass之道（SQL注入篇）
,https://paper.seebug.org/217/,,这是一款用 Python 写的安全工具集...,安全工具&安全开发,2017年02月13日,WMD - Python 模块化安全工具集
作者：niexinming @n0tr00t,https://paper.seebug.org/216/,,$link = mysqli_connect(&#...,Web安全,2017年02月12日,关于一个sql注入注入题目的思考
作者博客：http://whereisk0shl.top,https://paper.seebug.org/215/,,这个SMBv3漏洞是由lgandx爆出的一个未被微软修复的漏洞（暂未发布补丁），漏洞出来...,二进制安全,2017年02月11日,SMBv3远程拒绝服务(BSOD)漏洞分析
原作者：Ajin Abraham,https://paper.seebug.org/213/,原文链接：Exploiting Node.js deserialization bug for Remote Code Execution 有增改,译：Holi...,404专栏,2017年02月10日,利用 Node.js 反序列化漏洞远程执行代码
译者：xd0ol1 (知道创宇404安全实验室),https://paper.seebug.org/212/,原文链接：http://pwnanisec.blogspot.be/2017/02/use-after-free-in-google-hango...,,404专栏,2017年02月09日,Google Hangouts ActiveX 控件的UAF漏洞
原作者：Manuel Caballero,https://paper.seebug.org/211/,原文链接：Broken Browser,今天我们探索的是从 Internet Explorer 出生以来一...,404专栏,2017年02月07日,SOP bypass / UXSS on IE11 htmlFile
译者：BlackTrace,https://paper.seebug.org/209/,原文链接,在P...,移动安全,2017年02月06日,深度分析使用高级反调试和反hook的Android Rootnik Malware，Part II：分析JAVA层
"翻译自Jirairya,译者水平有限，有错误和不当之处，望大佬指出。",https://paper.seebug.org/207/,,原文出处：Attacking JavaScript Engines: A case study of JavaScript...,二进制安全,2017年02月06日,攻击JavaScript引擎：一个JavaScriptCore的学习案例(CVE-2016-4622 (2016-10-27))
作者：Lucifaer,https://paper.seebug.org/208/,,在REST API自动包含在Wordpress4.7以上的版本，WordPress REST API提供了一组易于使用的HTTP端点，...,Web安全,2017年02月06日,WordPress REST API 内容注入漏洞分析
作者：盘古实验室,https://paper.seebug.org/205/,,Smartisan是手机中为数不多倾心于工业设计和用户体验的。老罗跨界过猛，也难免导致其最初的想法和现实存在差距。bootloader到底锁还是不锁...,移动安全,2017年02月06日,利用漏洞解锁锤子T1/2手机的bootloader
